0.1 4 0.000190425 0.84251
0.01 4 0.000190425 0.84251
0.001 12 2.91655e-05 0.84273
0.0001 28 4.29558e-07 0.842701
1e-05 80 2.82274e-08 0.842701
1e-06 188 1.24965e-09 0.842701
1e-07 436 3.84226e-11 0.842701
1e-08 1240 2.13163e-12 0.842701
