0.1 0.00309987 8
0.01 0.00309987 8
0.001 0.00309987 8
0.0001 0.000135471 32
1e-05 6.46118e-06 56
1e-06 3.32214e-07 96
1e-07 1.1752e-08 160
1e-08 5.21142e-10 272
