0.1 0.180547826972 0.180967483607
0.2 0.326787073624 0.327492301231
0.3 0.443607355959 0.444490932409
0.4 0.535278854186 0.536256036829
0.5 0.605525878219 0.606530659713
0.6 0.657592067218 0.658573963313
0.7 0.694298081692 0.695219425308
0.8 0.718092717804 0.718926342588
0.9 0.731098099367 0.731825387533
1 0.735149653666 0.735758882343
1.1 0.731831420704 0.732316384136
1.2 0.722507272461 0.722866108589
1.3 0.708348436269 0.708582661888
1.4 0.690357796923 0.690471499036
1.5 0.669391306546 0.669390480445
1.6 0.646176861177 0.646068857583
1.7 0.6213308976 0.621123981779
1.8 0.59537301249 0.595075997598
1.9 0.568738791069 0.568360753046
2 0.541791086339 0.541341132946
2.1 0.514829904405 0.514316998663
2.2 0.488101073245 0.487533896794
2.3 0.461803827187 0.461190681125
2.4 0.436097446381 0.435446175789
2.5 0.411107046692 0.410424993119
2.6 0.386928635651 0.386222606715
2.7 0.363633510142 0.362909768795
2.8 0.341272094288 0.340536350701
2.9 0.319877249751 0.319134676327
3 0.299467172181 0.298722410207
3.1 0.280047866731 0.27930505484
3.2 0.261615315052 0.260878105462
3.3 0.244157312011 0.243428904848
3.4 0.227655068549 0.22693823573
3.5 0.2120845644 0.211381683956
3.6 0.197417718332 0.196730801621
3.7 0.183623373771 0.182954095881
3.8 0.17066813646 0.170017866107
3.9 0.158517081716 0.157886909277
4 0.147134346165 0.14652511111
4.1 0.13648362175 0.135895938294
4.2 0.126528565013 0.125962845292
4.3 0.117233128376 0.116689607505
4.4 0.108561837532 0.108040591147
4.5 0.100480001301 0.0999809688442
4.6 0.0929538885581 0.0924768888506
4.7 0.085950853252 0.0854956047559
4.8 0.0794394415966 0.0790055716706
4.9 0.0733894505584 0.0729765140951
5 0.0677719805854 0.0673794699909
5.1 0.0625594550188 0.0621868149683
5.2 0.0577256381758 0.0573722699759
5.3 0.0532456187655 0.0529108954132
5.4 0.0490958041872 0.0487790741802
5.5 0.0452538893664 0.0449544858231
5.6 0.0416988295537 0.0414160736246
5.7 0.038410795747 0.0381440062152
5.8 0.0353711388797 0.0351196350464
5.9 0.0325623461585 0.0323254488615
6 0.0299679840871 0.02974502612
6.1 0.0275726641956 0.0273629861777
6.2 0.0253619812978 0.0251649398901
6.3 0.0233224769989 0.0231374401906
6.4 0.0214415753944 0.0212679330966
6.5 0.0197075533185 0.0195447095087
6.6 0.0181094766067 0.0179568580956
6.7 0.0166371669652 0.0164942194958
6.8 0.0152811512209 0.0151473420107
6.9 0.0140326231283 0.0139074389209
7 0.0128833972879 0.0127663475178
7.1 0.0118258761065 0.0117164899104
7.2 0.0108530075495 0.0107508356406
7.3 0.00995825155155 0.00986286611783
7.4 0.00913554689602 0.00904654086472
7.5 0.00837928001355 0.00829626555222
7.6 0.00768425265546 0.0076068617883
7.7 0.00704565419537 0.00697353861646
7.8 0.00645903844408 0.00639186567208
7.9 0.00592028995783 0.00585774793925
8 0.00542560938524 0.00536740204644
8.1 0.00497148416715 0.00491733403688
8.2 0.00455467607224 0.00450431854754
8.3 0.00417219181256 0.00412537932999
8.4 0.00382127309799 0.0037777710462
8.5 0.00349937404032 0.00345896227318
8.6 0.00320414833069 0.00316661965108
8.7 0.00293343239933 0.00289859311118
8.8 0.00268523346317 0.00265290212168
8.9 0.00245771725275 0.00242772289138
9 0.00224919492769 0.00222137647356
9.1 0.00205811019182 0.00203231771452
9.2 0.00188303197532 0.0018591249938
9.3 0.00172264415807 0.00170049070549
9.4 0.00157573480644 0.00155521243246
9.5 0.00144119059747 0.00142218476787
9.6 0.00131798773475 0.00130039174062
9.7 0.00120518802211 0.00118889980403
9.8 0.00110192381935 0.00108685134887
9.9 0.0010074039517 0.000993458704712
10 0.000920897140822 0.00090799859525
10.1 0.000841734768429 0.000829807015551
10.2 0.000769300911895 0.000758274501156
10.3 0.000703033207343 0.000692841760826
10.4 0.000642413257822 0.000632995646575
10.5 0.000586965172831 0.000578265436345
10.6 0.000536255547663 0.000528219406308
10.7 0.000489883141257 0.000482461671343
10.8 0.000447481121639 0.000440629273681
10.9 0.000408714182879 0.000402389501108
11 0.000373275295046 0.000367437417385
11.1 0.0003408807399 0.000335493588801
11.2 0.000311271467773 0.000306301991871
11.3 0.000284212372488 0.000279628088316
11.4 0.000259485349335 0.000255257054411
