# lcg stl quasi exact
1000 1.4492 1.26084 1.31391 1.3932
2000 1.35502 1.44477 1.39026 1.3932
4000 1.3999 1.28874 1.35892 1.3932
8000 1.34432 1.37778 1.38395 1.3932
16000 1.36105 1.49683 1.36859 1.3932
32000 1.42894 1.45453 1.375 1.3932
64000 1.44173 1.3529 1.3787 1.3932
128000 1.39732 1.3878 1.38013 1.3932
256000 1.39256 1.37065 1.38132 1.3932
512000 1.3816 1.4059 1.38528 1.3932
